Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
torso_link4,0.00011729,-1.0769E-07,0.17437,0,0,0,2.737,0.0036183,2.8169E-08,-7.6865E-10,0.0038564,-3.8309E-07,0.0040336,0,0,0,0,0,0,package://r1_v2_0_0/meshes/torso_link4.STL,0.82353,0.82353,1,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/torso_link4.STL,,01_R1_component_URDF_20241106_2.stp-1/胸腔外壳.stp-1;01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.1.stp-1/J1_URDF.stp-1;01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.2.stp-1/J1_URDF.stp-1,torso_link4,torso_joint4,torso_joint4,revolute,0,0,0.09962,0,0,0,torso_link3,0,0,1,0,0,-3.05432619,3.05432619,,,,,,,,
zed_link,-0.068413,-0.060004,-0.015906,0,0,0,3.3094,0.012229,-1.333E-08,-0.00028961,0.010375,1.8965E-07,0.014618,0,0,0,0,0,0,package://r1_v2_0_0/meshes/zed_link.STL,0.81176,0.84314,0.9098,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/zed_link.STL,,01_R1_component_URDF_20241106_2.stp-1/头部组件.stp-1/12_头部中壳.stp-1,zed_link,zed_joint,zed_joint,fixed,0.0655115038230265,0.0600050181066706,0.47598409534027,0,0.349063929519474,0,torso_link4,0,0,0,,,,,,,,,,,,
left_arm_link1,0.032166,-0.13591,-1.0933,0,0,0,88.745,17.994,0.00041828,1.3358,18.519,-0.0067019,5.0487,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_arm_link1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_arm_link1.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.1.stp-1/J2_URDF.stp-1,left_arm_link1,left_arm_joint1,left_arm_joint1,revolute,-0.00033792,0.13608,0.30285,0,0,0,torso_link4,0,1,0,40,20.944,-2.8798,2.8798,,,,,,,,
left_arm_link2,-0.23622,0.016352,-0.00013275,0,0,0,0.52664,0.00060638,0.00041817,0.00014956,0.0075936,-8.0916E-06,0.0075712,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_arm_link2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_arm_link2.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.1.stp-1/J3_URDF.stp-1,left_arm_link2,left_arm_joint2,left_arm_joint2,revolute,0,0.11185,0,0,0,0,left_arm_link1,0,0,-1,40,20.944,0,3.2289,,,,,,,,
left_arm_link3,0.045114,0.054616,-0.00045593,0,0,0,0.42533,0.00060107,-0.00022467,-7.1194E-06,0.0013959,-9.7503E-06,0.0015027,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_arm_link3.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_arm_link3.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.1.stp-1/J4_URDF.stp-1,left_arm_link3,left_arm_joint3,left_arm_joint3,revolute,-0.34928,0.019998,0,0,0,0,left_arm_link2,0,0,-1,27,7.5389,-3.3161,0,,,,,,,,
left_arm_link4,0.24285,0.0023784,1.279E-06,0,0,0,0.17613,8.45E-05,-8.2627E-07,-2.2607E-09,0.00010174,5.3612E-09,9.7044E-05,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_arm_link4.STL,1,1,1,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_arm_link4.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.1.stp-1/J5_URDF.stp-1,left_arm_link4,left_arm_joint4,left_arm_joint4,revolute,0.02735,0.069767,0,0,0,0,left_arm_link3,1,0,0,7,25.133,-2.8798,2.8798,,,,,,,,
left_arm_link5,0.054309,0.0041811,4.0699E-06,0,0,0,0.15973,8.3999E-05,1.6234E-05,7.4127E-08,9.8498E-05,-1.3811E-08,0.00011333,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_arm_link5.STL,1,1,1,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_arm_link5.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.1.stp-1/J6_URDF.stp-1,left_arm_link5,left_arm_joint5,left_arm_joint5,revolute,0.2463,-0.00049894,0,0,0,0,left_arm_link4,0,1,0,7,25.133,-1.6581,1.6581,,,,,,,,
left_arm_link6,-0.031107,-1.3893E-07,-1.437E-07,0,0,0,0.24625,0.00017588,4.1789E-10,-5.3493E-10,9.8637E-05,-8.1856E-08,0.00016512,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_arm_link6.STL,0.82353,0.82353,1,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_arm_link6.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.1.stp-1/Copy (2) of G1_GEN2_.stp-1,left_arm_link6,left_arm_joint6,left_arm_joint6,revolute,0.16215,0.0005007,0,0,0,0,left_arm_link5,1,0,0,7,25.133,-2.8798,2.8798,,,,,,,,
left_realsense_link,-0.017353,-0.022169,-0.0060171,0,0,0,0.042603,2.5513E-05,-1.2797E-06,1.4268E-06,6.965E-06,2.6612E-06,2.3281E-05,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_realsense_link.STL,0.8,0.8,0.8,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_realsense_link.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.1.stp-1/Copy (1) of 相机及支架.stp-1,left_realsense_link,left_realsense_joint,left_realsense_joint,fixed,-0.0051316,0.0021066,0.050549,0.0085876,0.43632,0.0036336,left_arm_link6,0,0,0,,,,,,,,,,,,
left_gripper_link1,-0.019589,-0.015114,0.0054225,0,0,0,0.020196,2.4057E-06,3.9897E-07,5.1206E-08,5.7108E-06,6.1948E-08,6.4849E-06,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_gripper_link1.STL,0.82353,0.82353,1,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_gripper_link1.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.1.stp-1/Copy (4) of F1.stp-1,left_gripper_link1,left_gripper_joint1,left_gripper_joint1,prismatic,0.03689,0.013453,0.00012067,0,0,0,left_arm_link6,0,1,0,100,0.25,0,0.05,,,,,,,,
left_gripper_link2,-0.01959,0.015114,-0.0054226,0,0,0,0.020196,2.4057E-06,-3.99E-07,-5.1222E-08,5.7108E-06,6.1946E-08,6.4849E-06,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_gripper_link2.STL,0.82353,0.82353,1,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/left_gripper_link2.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.1.stp-1/Copy (3) of F1.stp-1,left_gripper_link2,left_gripper_joint2,left_gripper_joint2,prismatic,0.03689,-0.013453,-0.00012053,0,0,0,left_arm_link6,0,-1,0,100,0.25,0,0.05,,,,,,,,
right_arm_link1,0.032165,0.14201,-1.0933,0,0,0,88.745,17.994,0.00041828,1.3358,18.519,-0.0067019,5.0487,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_arm_link1.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_arm_link1.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.2.stp-1/J2_URDF.stp-1,right_arm_link1,right_arm_joint1,right_arm_joint1,revolute,-0.00033672,-0.14184,0.30285,0,0,0,torso_link4,0,-1,0,40,20.944,-2.8798,2.8798,,,,,,,,
right_arm_link2,-0.23622,-0.016354,0.00013183,0,0,0,0.52664,0.00060639,-0.00041823,-0.00014958,0.0075936,-8.0947E-06,0.0075712,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_arm_link2.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_arm_link2.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.2.stp-1/J3_URDF.stp-1,right_arm_link2,right_arm_joint2,right_arm_joint2,revolute,0,-0.1061,0,0,0,0,right_arm_link1,0,0,1,40,20.944,0,3.2289,,,,,,,,
right_arm_link3,0.045115,-0.054616,0.00045613,0,0,0,0.42533,0.00060107,0.00022466,7.1148E-06,0.0013959,-9.7492E-06,0.0015027,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_arm_link3.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_arm_link3.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.2.stp-1/J4_URDF.stp-1,right_arm_link3,right_arm_joint3,right_arm_joint3,revolute,-0.34928,-0.020002,0,0,0,0,right_arm_link2,0,0,1,27,7.5398,-3.3161,0,,,,,,,,
right_arm_link4,0.24285,-0.0023763,-3.4603E-07,0,0,0,0.17613,8.45E-05,8.2612E-07,2.2124E-09,0.00010174,5.3644E-09,9.7044E-05,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_arm_link4.STL,1,1,1,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_arm_link4.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.2.stp-1/J5_URDF.stp-1,right_arm_link4,right_arm_joint4,right_arm_joint4,revolute,0.02735,-0.069767,0,0,0,0,right_arm_link3,1,0,0,7,25.133,-2.8798,2.8798,,,,,,,,
right_arm_link5,0.054309,-0.0041807,-3.8613E-06,0,0,0,0.15973,8.4E-05,-1.6234E-05,-7.4239E-08,9.8498E-05,-1.3874E-08,0.00011333,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_arm_link5.STL,1,1,1,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_arm_link5.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.2.stp-1/J6_URDF.stp-1,right_arm_link5,right_arm_joint5,right_arm_joint5,revolute,0.2463,0.00050106,0,0,0,0,right_arm_link4,0,-1,0,7,25.133,-1.6581,1.6581,,,,,,,,
right_arm_link6,-0.031107,-1.3893E-07,-1.437E-07,0,0,0,0.24625,0.00017588,4.1789E-10,-5.3493E-10,9.8637E-05,-8.1856E-08,0.00016512,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_arm_link6.STL,0.82353,0.82353,1,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_arm_link6.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.2.stp-1/Copy (1) of G1_GEN2_.stp-1,right_arm_link6,right_arm_joint6,right_arm_joint6,revolute,0.16215,-0.0004993,0,0,0,0,right_arm_link5,1,0,0,7,25.133,-2.8798,2.8798,,,,,,,,
right_realsense_link,-0.017353,-0.022169,-0.0060171,0,0,0,0.042603,2.5513E-05,-1.2797E-06,1.4268E-06,6.965E-06,2.6612E-06,2.3281E-05,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_realsense_link.STL,0.8,0.8,0.8,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_realsense_link.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.2.stp-1/Copy (1) of 相机及支架.1.stp-1,right_realsense_link,right_realsense_joint,right_realsense_joint,fixed,-0.00513786523359247,0.0021066154225865,0.0505493679929794,0.00858764076532865,0.436316268627042,0.00363356947600279,right_arm_link6,0,0,0,,,,,,,,,,,,
right_gripper_link1,-0.019589,-0.015114,0.0054225,0,0,0,0.020196,2.4057E-06,3.9897E-07,5.1206E-08,5.7108E-06,6.1948E-08,6.4849E-06,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_gripper_link1.STL,0.82353,0.82353,1,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_gripper_link1.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.2.stp-1/Copy (2) of F1.stp-1,right_gripper_link1,right_gripper_joint1,right_gripper_joint1,prismatic,0.03689,0.013453,0.00012067,0,0,0,right_arm_link6,0,1,0,100,0.25,0,0.05,,,,,,,,
right_gripper_link2,-0.01959,0.015114,-0.0054226,0,0,0,0.020196,2.4057E-06,-3.99E-07,-5.1222E-08,5.7108E-06,6.1946E-08,6.4849E-06,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_gripper_link2.STL,0.82353,0.82353,1,1,0,0,0,0,0,0,package://r1_v2_0_0/meshes/right_gripper_link2.STL,,01_R1_component_URDF_20241106_2.stp-1/A1_EVT3_URDF.2.stp-1/Copy (1) of F1.stp-1,right_gripper_link2,right_gripper_joint2,right_gripper_joint2,prismatic,0.03689,-0.013453,-0.00012053,0,0,0,right_arm_link6,0,-1,0,100,0.25,0,0.05,,,,,,,,
